,townCode,vilCode,vilName,name,party,tks,tksRate
7812,10013030,10013030027,新街里,詹智鈞,時代力量,806,0.41589267285861714
7813,10013030,10013030028,東光里,周春米,民主進步黨,227,0.21826923076923077
7814,10013030,10013030028,東光里,蘇清泉,中國國民黨,396,0.38076923076923075
7815,10013030,10013030028,東光里,詹智鈞,時代力量,417,0.4009615384615385
7816,10013040,10013040001,城南里,周春米,民主進步黨,161,0.3156862745098039
7817,10013040,10013040001,城南里,蘇清泉,中國國民黨,156,0.3058823529411765
7818,10013040,10013040001,城南里,詹智鈞,時代力量,193,0.3784313725490196
7819,10013040,10013040002,城北里,周春米,民主進步黨,523,0.31929181929181927
7820,10013040,10013040002,城北里,蘇清泉,中國國民黨,480,0.29304029304029305
7821,10013040,10013040002,城北里,詹智鈞,時代力量,635,0.3876678876678877
7822,10013040,10013040003,城西里,周春米,民主進步黨,277,0.36304062909567497
7823,10013040,10013040003,城西里,蘇清泉,中國國民黨,213,0.27916120576671033
7824,10013040,10013040003,城西里,詹智鈞,時代力量,273,0.3577981651376147
7825,10013040,10013040004,山腳里,周春米,民主進步黨,761,0.38945752302968273
7826,10013040,10013040004,山腳里,蘇清泉,中國國民黨,470,0.240532241555783
7827,10013040,10013040004,山腳里,詹智鈞,時代力量,723,0.37001023541453426
7828,10013040,10013040005,網紗里,周春米,民主進步黨,751,0.3552507095553453
7829,10013040,10013040005,網紗里,蘇清泉,中國國民黨,591,0.2795648060548723
7830,10013040,10013040005,網紗里,詹智鈞,時代力量,772,0.3651844843897824
7831,10013040,10013040006,仁壽里,周春米,民主進步黨,132,0.19760479041916168
7832,10013040,10013040006,仁壽里,蘇清泉,中國國民黨,228,0.3413173652694611
7833,10013040,10013040006,仁壽里,詹智鈞,時代力量,308,0.46107784431137727
7834,10013040,10013040007,茄湖里,周春米,民主進步黨,163,0.2815198618307427
7835,10013040,10013040007,茄湖里,蘇清泉,中國國民黨,157,0.2711571675302245
7836,10013040,10013040007,茄湖里,詹智鈞,時代力量,259,0.4473229706390328
7837,10013040,10013040008,頭溝里,周春米,民主進步黨,211,0.33280757097791797
7838,10013040,10013040008,頭溝里,蘇清泉,中國國民黨,182,0.2870662460567823
7839,10013040,10013040008,頭溝里,詹智鈞,時代力量,241,0.3801261829652997
7840,10013040,10013040009,四溝里,周春米,民主進步黨,380,0.425531914893617
7841,10013040,10013040009,四溝里,蘇清泉,中國國民黨,236,0.2642777155655095
7842,10013040,10013040009,四溝里,詹智鈞,時代力量,277,0.3101903695408735
7843,10013040,10013040010,德和里,周春米,民主進步黨,135,0.2356020942408377
7844,10013040,10013040010,德和里,蘇清泉,中國國民黨,214,0.37347294938917974
7845,10013040,10013040010,德和里,詹智鈞,時代力量,224,0.39092495636998253
7846,10013040,10013040011,龍水里,周春米,民主進步黨,178,0.358148893360161
7847,10013040,10013040011,龍水里,蘇清泉,中國國民黨,169,0.34004024144869216
7848,10013040,10013040011,龍水里,詹智鈞,時代力量,150,0.30181086519114686
7849,10013040,10013040012,山海里,周春米,民主進步黨,425,0.31388478581979323
7850,10013040,10013040012,山海里,蘇清泉,中國國民黨,374,0.276218611521418
7851,10013040,10013040012,山海里,詹智鈞,時代力量,555,0.4098966026587888
7852,10013040,10013040013,大光里,周春米,民主進步黨,401,0.3015037593984962
7853,10013040,10013040013,大光里,蘇清泉,中國國民黨,462,0.3473684210526316
7854,10013040,10013040013,大光里,詹智鈞,時代力量,467,0.3511278195488722
7855,10013040,10013040014,水泉里,周春米,民主進步黨,286,0.2828882294757666
7856,10013040,10013040014,水泉里,蘇清泉,中國國民黨,266,0.26310583580613256
7857,10013040,10013040014,水泉里,詹智鈞,時代力量,459,0.4540059347181009
7858,10013040,10013040015,南灣里,周春米,民主進步黨,344,0.3269961977186312
7859,10013040,10013040015,南灣里,蘇清泉,中國國民黨,306,0.2908745247148289
7860,10013040,10013040015,南灣里,詹智鈞,時代力量,402,0.3821292775665399
7861,10013040,10013040016,墾丁里,周春米,民主進步黨,339,0.3070652173913043
7862,10013040,10013040016,墾丁里,蘇清泉,中國國民黨,403,0.365036231884058
7863,10013040,10013040016,墾丁里,詹智鈞,時代力量,362,0.3278985507246377
7864,10013040,10013040017,鵝鑾里,周春米,民主進步黨,263,0.4368770764119601
7865,10013040,10013040017,鵝鑾里,蘇清泉,中國國民黨,110,0.18272425249169436
7866,10013040,10013040017,鵝鑾里,詹智鈞,時代力量,229,0.3803986710963455
7867,10013050,10013050001,萬安村,周春米,民主進步黨,266,0.3247863247863248
7868,10013050,10013050001,萬安村,蘇清泉,中國國民黨,320,0.3907203907203907
7869,10013050,10013050001,萬安村,詹智鈞,時代力量,233,0.2844932844932845
7870,10013050,10013050002,萬惠村,周春米,民主進步黨,263,0.2837108953613808
7871,10013050,10013050002,萬惠村,蘇清泉,中國國民黨,198,0.21359223300970873
7872,10013050,10013050002,萬惠村,詹智鈞,時代力量,466,0.5026968716289104
7873,10013050,10013050003,萬全村,周春米,民主進步黨,713,0.4039660056657224
7874,10013050,10013050003,萬全村,蘇清泉,中國國民黨,432,0.24475920679886687
7875,10013050,10013050003,萬全村,詹智鈞,時代力量,620,0.35127478753541075
7876,10013050,10013050004,萬後村,周春米,民主進步黨,253,0.36560693641618497
7877,10013050,10013050004,萬後村,蘇清泉,中國國民黨,234,0.33815028901734107
7878,10013050,10013050004,萬後村,詹智鈞,時代力量,205,0.29624277456647397
7879,10013050,10013050005,萬生村,周春米,民主進步黨,174,0.23387096774193547
7880,10013050,10013050005,萬生村,蘇清泉,中國國民黨,232,0.3118279569892473
7881,10013050,10013050005,萬生村,詹智鈞,時代力量,338,0.4543010752688172
7882,10013050,10013050006,寶厝村,周春米,民主進步黨,591,0.3817829457364341
7883,10013050,10013050006,寶厝村,蘇清泉,中國國民黨,469,0.3029715762273902
7884,10013050,10013050006,寶厝村,詹智鈞,時代力量,488,0.3152454780361757
7885,10013050,10013050007,四維村,周春米,民主進步黨,420,0.36906854130052724
7886,10013050,10013050007,四維村,蘇清泉,中國國民黨,324,0.28471001757469244
7887,10013050,10013050007,四維村,詹智鈞,時代力量,394,0.3462214411247803
7888,10013050,10013050008,竹林村,周春米,民主進步黨,467,0.3802931596091205
7889,10013050,10013050008,竹林村,蘇清泉,中國國民黨,343,0.27931596091205213
7890,10013050,10013050008,竹林村,詹智鈞,時代力量,418,0.34039087947882735
7891,10013050,10013050009,廣安村,周春米,民主進步黨,424,0.3074691805656273
7892,10013050,10013050009,廣安村,蘇清泉,中國國民黨,328,0.2378535170413343
7893,10013050,10013050009,廣安村,詹智鈞,時代力量,627,0.45467730239303844
7894,10013050,10013050010,田厝村,周春米,民主進步黨,397,0.4568469505178366
7895,10013050,10013050010,田厝村,蘇清泉,中國國民黨,207,0.238204833141542
7896,10013050,10013050010,田厝村,詹智鈞,時代力量,265,0.3049482163406214
7897,10013050,10013050011,崙頂村,周春米,民主進步黨,336,0.35517970401691334
7898,10013050,10013050011,崙頂村,蘇清泉,中國國民黨,239,0.2526427061310782
7899,10013050,10013050011,崙頂村,詹智鈞,時代力量,371,0.39217758985200846
7900,10013050,10013050012,厦北村,周春米,民主進步黨,305,0.2675438596491228
7901,10013050,10013050012,厦北村,蘇清泉,中國國民黨,326,0.28596491228070176
7902,10013050,10013050012,厦北村,詹智鈞,時代力量,509,0.44649122807017544
7903,10013050,10013050013,厦南村,周春米,民主進步黨,118,0.23137254901960785
7904,10013050,10013050013,厦南村,蘇清泉,中國國民黨,120,0.23529411764705882
7905,10013050,10013050013,厦南村,詹智鈞,時代力量,272,0.5333333333333333
7906,10013050,10013050014,上村村,周春米,民主進步黨,167,0.3778280542986425
7907,10013050,10013050014,上村村,蘇清泉,中國國民黨,178,0.40271493212669685
7908,10013050,10013050014,上村村,詹智鈞,時代力量,97,0.21945701357466063
7909,10013050,10013050015,加興村,周春米,民主進步黨,221,0.3389570552147239
7910,10013050,10013050015,加興村,蘇清泉,中國國民黨,133,0.20398773006134968
7911,10013050,10013050015,加興村,詹智鈞,時代力量,298,0.4570552147239264
7912,10013050,10013050016,社口村,周春米,民主進步黨,217,0.3586776859504132
7913,10013050,10013050016,社口村,蘇清泉,中國國民黨,139,0.22975206611570248
7914,10013050,10013050016,社口村,詹智鈞,時代力量,249,0.4115702479338843
7915,10013050,10013050017,磚寮村,周春米,民主進步黨,202,0.2693333333333333
7916,10013050,10013050017,磚寮村,蘇清泉,中國國民黨,286,0.38133333333333336
7917,10013050,10013050017,磚寮村,詹智鈞,時代力量,262,0.34933333333333333
7918,10013050,10013050018,社皮村,周春米,民主進步黨,530,0.3581081081081081
7919,10013050,10013050018,社皮村,蘇清泉,中國國民黨,334,0.22567567567567567
7920,10013050,10013050018,社皮村,詹智鈞,時代力量,616,0.41621621621621624
7921,10013050,10013050019,社上村,周春米,民主進步黨,342,0.33496571988246815
7922,10013050,10013050019,社上村,蘇清泉,中國國民黨,200,0.1958863858961802
7923,10013050,10013050019,社上村,詹智鈞,時代力量,479,0.4691478942213516
7924,10013050,10013050020,社中村,周春米,民主進步黨,500,0.42771599657827203
7925,10013050,10013050020,社中村,蘇清泉,中國國民黨,208,0.17792985457656116
7926,10013050,10013050020,社中村,詹智鈞,時代力量,461,0.3943541488451668
7927,10013050,10013050021,水泉村,周春米,民主進步黨,308,0.2678260869565217
7928,10013050,10013050021,水泉村,蘇清泉,中國國民黨,429,0.3730434782608696
7929,10013050,10013050021,水泉村,詹智鈞,時代力量,413,0.3591304347826087
7930,10013050,10013050022,新庄村,周春米,民主進步黨,555,0.42301829268292684
7931,10013050,10013050022,新庄村,蘇清泉,中國國民黨,302,0.2301829268292683
7932,10013050,10013050022,新庄村,詹智鈞,時代力量,455,0.3467987804878049
7933,10013050,10013050023,香社村,周春米,民主進步黨,193,0.2805232558139535
7934,10013050,10013050023,香社村,蘇清泉,中國國民黨,217,0.31540697674418605
7935,10013050,10013050023,香社村,詹智鈞,時代力量,278,0.40406976744186046
7936,10013050,10013050024,後村村,周春米,民主進步黨,253,0.4080645161290323
7937,10013050,10013050024,後村村,蘇清泉,中國國民黨,154,0.24838709677419354
7938,10013050,10013050024,後村村,詹智鈞,時代力量,213,0.3435483870967742
7939,10013050,10013050025,新鐘村,周春米,民主進步黨,329,0.4154040404040404
7940,10013050,10013050025,新鐘村,蘇清泉,中國國民黨,178,0.22474747474747475
7941,10013050,10013050025,新鐘村,詹智鈞,時代力量,285,0.35984848484848486
7942,10013050,10013050026,灣內村,周春米,民主進步黨,416,0.42362525458248473
7943,10013050,10013050026,灣內村,蘇清泉,中國國民黨,222,0.22606924643584522
7944,10013050,10013050026,灣內村,詹智鈞,時代力量,344,0.35030549898167007
7945,10013050,10013050027,興全村,周春米,民主進步黨,168,0.38799076212471134
7946,10013050,10013050027,興全村,蘇清泉,中國國民黨,125,0.28868360277136257
7947,10013050,10013050027,興全村,詹智鈞,時代力量,140,0.3233256351039261
7948,10013050,10013050028,興安村,周春米,民主進步黨,130,0.2090032154340836
7949,10013050,10013050028,興安村,蘇清泉,中國國民黨,158,0.2540192926045016
7950,10013050,10013050028,興安村,詹智鈞,時代力量,334,0.5369774919614148
7951,10013050,10013050029,水仙村,周春米,民主進步黨,266,0.358974358974359
7952,10013050,10013050029,水仙村,蘇清泉,中國國民黨,313,0.4224021592442645
7953,10013050,10013050029,水仙村,詹智鈞,時代力量,162,0.21862348178137653
7954,10013050,10013050030,甘棠村,周春米,民主進步黨,214,0.2750642673521851
7955,10013050,10013050030,甘棠村,蘇清泉,中國國民黨,132,0.16966580976863754
7956,10013050,10013050030,甘棠村,詹智鈞,時代力量,432,0.5552699228791774
7957,10013060,10013060001,進興村,周春米,民主進步黨,473,0.32308743169398907
7958,10013060,10013060001,進興村,蘇清泉,中國國民黨,450,0.3073770491803279
7959,10013060,10013060001,進興村,詹智鈞,時代力量,541,0.36953551912568305
7960,10013060,10013060002,新潭村,周春米,民主進步黨,600,0.4048582995951417
7961,10013060,10013060002,新潭村,蘇清泉,中國國民黨,320,0.21592442645074225
7962,10013060,10013060002,新潭村,詹智鈞,時代力量,562,0.3792172739541161
7963,10013060,10013060003,潭頭村,周春米,民主進步黨,423,0.24338319907940162
7964,10013060,10013060003,潭頭村,蘇清泉,中國國民黨,520,0.2991944764096663
7965,10013060,10013060003,潭頭村,詹智鈞,時代力量,795,0.4574223245109321
7966,10013060,10013060004,香楊村,周春米,民主進步黨,469,0.31518817204301075
7967,10013060,10013060004,香楊村,蘇清泉,中國國民黨,505,0.3393817204301075
7968,10013060,10013060004,香楊村,詹智鈞,時代力量,514,0.34543010752688175
7969,10013060,10013060005,長興村,周春米,民主進步黨,333,0.40758873929008566
7970,10013060,10013060005,長興村,蘇清泉,中國國民黨,239,0.29253365973072215
7971,10013060,10013060005,長興村,詹智鈞,時代力量,245,0.2998776009791922
7972,10013060,10013060006,德成村,周春米,民主進步黨,397,0.4681603773584906
7973,10013060,10013060006,德成村,蘇清泉,中國國民黨,245,0.28891509433962265
7974,10013060,10013060006,德成村,詹智鈞,時代力量,206,0.2429245283018868
7975,10013060,10013060007,德協村,周春米,民主進步黨,262,0.40683229813664595
7976,10013060,10013060007,德協村,蘇清泉,中國國民黨,202,0.3136645962732919
7977,10013060,10013060007,德協村,詹智鈞,時代力量,180,0.2795031055900621
7978,10013060,10013060008,復興村,周春米,民主進步黨,149,0.23208722741433022
7979,10013060,10013060008,復興村,蘇清泉,中國國民黨,272,0.4236760124610592
7980,10013060,10013060008,復興村,詹智鈞,時代力量,221,0.3442367601246106
7981,10013060,10013060009,崙上村,周春米,民主進步黨,288,0.4050632911392405
7982,10013060,10013060009,崙上村,蘇清泉,中國國民黨,128,0.180028129395218
7983,10013060,10013060009,崙上村,詹智鈞,時代力量,295,0.4149085794655415
7984,10013060,10013060010,德榮村,周春米,民主進步黨,151,0.27355072463768115
7985,10013060,10013060010,德榮村,蘇清泉,中國國民黨,202,0.36594202898550726
7986,10013060,10013060010,德榮村,詹智鈞,時代力量,199,0.3605072463768116
7987,10013060,10013060011,德和村,周春米,民主進步黨,147,0.2149122807017544
7988,10013060,10013060011,德和村,蘇清泉,中國國民黨,291,0.42543859649122806
7989,10013060,10013060011,德和村,詹智鈞,時代力量,246,0.35964912280701755
7990,10013060,10013060012,繁華村,周春米,民主進步黨,367,0.27677224736048267
7991,10013060,10013060012,繁華村,蘇清泉,中國國民黨,427,0.3220211161387632
7992,10013060,10013060012,繁華村,詹智鈞,時代力量,532,0.40120663650075417
7993,10013060,10013060013,繁昌村,周春米,民主進步黨,350,0.3771551724137931
7994,10013060,10013060013,繁昌村,蘇清泉,中國國民黨,218,0.2349137931034483
7995,10013060,10013060013,繁昌村,詹智鈞,時代力量,360,0.3879310344827586
7996,10013060,10013060014,繁榮村,周春米,民主進步黨,254,0.5110663983903421
7997,10013060,10013060014,繁榮村,蘇清泉,中國國民黨,116,0.23340040241448692
7998,10013060,10013060014,繁榮村,詹智鈞,時代力量,127,0.25553319919517103
7999,10013060,10013060015,繁隆村,周春米,民主進步黨,219,0.35152487961476725
8000,10013060,10013060015,繁隆村,蘇清泉,中國國民黨,169,0.2712680577849117
8001,10013060,10013060015,繁隆村,詹智鈞,時代力量,235,0.37720706260032105
8002,10013060,10013060016,榮華村,周春米,民主進步黨,366,0.48348745046235136
8003,10013060,10013060016,榮華村,蘇清泉,中國國民黨,204,0.26948480845442535
8004,10013060,10013060016,榮華村,詹智鈞,時代力量,187,0.24702774108322326
8005,10013070,10013070001,新田村,周春米,民主進步黨,325,0.26815181518151815
8006,10013070,10013070001,新田村,蘇清泉,中國國民黨,349,0.28795379537953797
8007,10013070,10013070001,新田村,詹智鈞,時代力量,538,0.4438943894389439
8008,10013070,10013070002,麟頂村,周春米,民主進步黨,193,0.3634651600753296
8009,10013070,10013070002,麟頂村,蘇清泉,中國國民黨,185,0.3483992467043315
8010,10013070,10013070002,麟頂村,詹智鈞,時代力量,153,0.288135593220339
8011,10013070,10013070003,麟蹄村,周春米,民主進步黨,455,0.37696768848384427
8012,10013070,10013070003,麟蹄村,蘇清泉,中國國民黨,341,0.28251864125932064
8013,10013070,10013070003,麟蹄村,詹智鈞,時代力量,411,0.34051367025683515
8014,10013070,10013070004,麟趾村,周春米,民主進步黨,364,0.3241317898486198
8015,10013070,10013070004,麟趾村,蘇清泉,中國國民黨,221,0.19679430097951914
8016,10013070,10013070004,麟趾村,詹智鈞,時代力量,538,0.4790739091718611
8017,10013070,10013070005,田中村,周春米,民主進步黨,185,0.2642857142857143
8018,10013070,10013070005,田中村,蘇清泉,中國國民黨,256,0.3657142857142857
8019,10013070,10013070005,田中村,詹智鈞,時代力量,259,0.37
8020,10013070,10013070006,田心村,周春米,民主進步黨,174,0.4027777777777778
8021,10013070,10013070006,田心村,蘇清泉,中國國民黨,100,0.23148148148148148
8022,10013070,10013070006,田心村,詹智鈞,時代力量,158,0.36574074074074076
8023,10013070,10013070007,田道村,周春米,民主進步黨,332,0.40636474908200737
8024,10013070,10013070007,田道村,蘇清泉,中國國民黨,165,0.20195838433292534
8025,10013070,10013070007,田道村,詹智鈞,時代力量,320,0.39167686658506734
8026,10013080,10013080001,九清村,周春米,民主進步黨,263,0.4311475409836066
8027,10013080,10013080001,九清村,蘇清泉,中國國民黨,137,0.22459016393442624
8028,10013080,10013080001,九清村,詹智鈞,時代力量,210,0.3442622950819672
8029,10013080,10013080002,九塊村,周春米,民主進步黨,209,0.3171471927162367
8030,10013080,10013080002,九塊村,蘇清泉,中國國民黨,194,0.2943854324734446
8031,10013080,10013080002,九塊村,詹智鈞,時代力量,256,0.3884673748103187
8032,10013080,10013080003,九明村,周春米,民主進步黨,149,0.22473604826546004
8033,10013080,10013080003,九明村,蘇清泉,中國國民黨,211,0.31825037707390647
8034,10013080,10013080003,九明村,詹智鈞,時代力量,303,0.45701357466063347
8035,10013080,10013080004,玉水村,周春米,民主進步黨,257,0.2877939529675252
8036,10013080,10013080004,玉水村,蘇清泉,中國國民黨,253,0.28331466965285557
8037,10013080,10013080004,玉水村,詹智鈞,時代力量,383,0.42889137737961924
8038,10013080,10013080005,大坵村,周春米,民主進步黨,214,0.1954337899543379
8039,10013080,10013080005,大坵村,蘇清泉,中國國民黨,280,0.2557077625570776
8040,10013080,10013080005,大坵村,詹智鈞,時代力量,601,0.5488584474885845
8041,10013080,10013080006,三塊村,周春米,民主進步黨,368,0.41676104190260477
8042,10013080,10013080006,三塊村,蘇清泉,中國國民黨,248,0.2808607021517554
8043,10013080,10013080006,三塊村,詹智鈞,時代力量,267,0.3023782559456399
8044,10013080,10013080007,後庄村,周春米,民主進步黨,483,0.43202146690518783
8045,10013080,10013080007,後庄村,蘇清泉,中國國民黨,224,0.2003577817531306
8046,10013080,10013080007,後庄村,詹智鈞,時代力量,411,0.3676207513416816
8047,10013080,10013080008,耆老村,周春米,民主進步黨,228,0.39929947460595444
8048,10013080,10013080008,耆老村,蘇清泉,中國國民黨,79,0.138353765323993
8049,10013080,10013080008,耆老村,詹智鈞,時代力量,264,0.46234676007005254
8050,10013080,10013080009,洽興村,周春米,民主進步黨,406,0.3493975903614458
8051,10013080,10013080009,洽興村,蘇清泉,中國國民黨,425,0.3657487091222031
8052,10013080,10013080009,洽興村,詹智鈞,時代力量,331,0.2848537005163511
8053,10013080,10013080010,東寧村,周春米,民主進步黨,1586,0.3422529132498921
8054,10013080,10013080010,東寧村,蘇清泉,中國國民黨,1253,0.270392749244713
8055,10013080,10013080010,東寧村,詹智鈞,時代力量,1795,0.3873543375053949
8056,10013080,10013080011,玉泉村,周春米,民主進步黨,494,0.3406896551724138
8057,10013080,10013080011,玉泉村,蘇清泉,中國國民黨,381,0.26275862068965516
8058,10013080,10013080011,玉泉村,詹智鈞,時代力量,575,0.39655172413793105
8059,10013090,10013090001,玉田村,周春米,民主進步黨,356,0.32393084622383983
8060,10013090,10013090001,玉田村,蘇清泉,中國國民黨,266,0.24203821656050956
8061,10013090,10013090001,玉田村,詹智鈞,時代力量,477,0.4340309372156506
8062,10013090,10013090002,大平村,周春米,民主進步黨,238,0.3622526636225266
8063,10013090,10013090002,大平村,蘇清泉,中國國民黨,124,0.1887366818873668
8064,10013090,10013090002,大平村,詹智鈞,時代力量,295,0.4490106544901065
8065,10013090,10013090003,永春村,周春米,民主進步黨,326,0.4704184704184704
8066,10013090,10013090003,永春村,蘇清泉,中國國民黨,172,0.2481962481962482
8067,10013090,10013090003,永春村,詹智鈞,時代力量,195,0.2813852813852814
8068,10013090,10013090004,春林村,周春米,民主進步黨,250,0.38109756097560976
8069,10013090,10013090004,春林村,蘇清泉,中國國民黨,130,0.19817073170731708
8070,10013090,10013090004,春林村,詹智鈞,時代力量,276,0.42073170731707316
8071,10013090,10013090005,過江村,周春米,民主進步黨,363,0.2747918243754731
8072,10013090,10013090005,過江村,蘇清泉,中國國民黨,495,0.37471612414837246
8073,10013090,10013090005,過江村,詹智鈞,時代力量,463,0.3504920514761544
8074,10013090,10013090006,鐵店村,周春米,民主進步黨,110,0.2517162471395881
8075,10013090,10013090006,鐵店村,蘇清泉,中國國民黨,160,0.36613272311212813
8076,10013090,10013090006,鐵店村,詹智鈞,時代力量,167,0.38215102974828374
8077,10013090,10013090007,塔樓村,周春米,民主進步黨,290,0.3945578231292517
8078,10013090,10013090007,塔樓村,蘇清泉,中國國民黨,228,0.31020408163265306
8079,10013090,10013090007,塔樓村,詹智鈞,時代力量,217,0.29523809523809524
8080,10013090,10013090008,潮厝村,周春米,民主進步黨,268,0.32722832722832723
8081,10013090,10013090008,潮厝村,蘇清泉,中國國民黨,238,0.2905982905982906
8082,10013090,10013090008,潮厝村,詹智鈞,時代力量,313,0.38217338217338215
8083,10013090,10013090009,茄苳村,周春米,民主進步黨,386,0.4150537634408602
8084,10013090,10013090009,茄苳村,蘇清泉,中國國民黨,221,0.23763440860215054
8085,10013090,10013090009,茄苳村,詹智鈞,時代力量,323,0.3473118279569892
8086,10013090,10013090010,載興村,周春米,民主進步黨,488,0.33129667345553293
8087,10013090,10013090010,載興村,蘇清泉,中國國民黨,547,0.3713509843856076
8088,10013090,10013090010,載興村,詹智鈞,時代力量,438,0.2973523421588595
8089,10013090,10013090011,土庫村,周春米,民主進步黨,303,0.28912213740458015
8090,10013090,10013090011,土庫村,蘇清泉,中國國民黨,267,0.2547709923664122
8091,10013090,10013090011,土庫村,詹智鈞,時代力量,478,0.45610687022900764
8092,10013090,10013090012,三廍村,周春米,民主進步黨,441,0.3868421052631579
8093,10013090,10013090012,三廍村,蘇清泉,中國國民黨,313,0.27456140350877195
8094,10013090,10013090012,三廍村,詹智鈞,時代力量,386,0.3385964912280702
8095,10013090,10013090013,中和村,周春米,民主進步黨,190,0.2765647743813683
8096,10013090,10013090013,中和村,蘇清泉,中國國民黨,229,0.3333333333333333
8097,10013090,10013090013,中和村,詹智鈞,時代力量,268,0.3901018922852984
8098,10013090,10013090014,瀰力村,周春米,民主進步黨,233,0.3595679012345679
8099,10013090,10013090014,瀰力村,蘇清泉,中國國民黨,184,0.2839506172839506
8100,10013090,10013090014,瀰力村,詹智鈞,時代力量,231,0.35648148148148145
8101,10013100,10013100001,新圍村,周春米,民主進步黨,679,0.42147734326505276
8102,10013100,10013100001,新圍村,蘇清泉,中國國民黨,396,0.24581005586592178
8103,10013100,10013100001,新圍村,詹智鈞,時代力量,536,0.33271260086902543
8104,10013100,10013100002,高朗村,周春米,民主進步黨,715,0.34325492078732595
8105,10013100,10013100002,高朗村,蘇清泉,中國國民黨,618,0.29668746999519924
8106,10013100,10013100002,高朗村,詹智鈞,時代力量,750,0.3600576092174748
8107,10013100,10013100003,鹽北村,周春米,民主進步黨,309,0.344097995545657
8108,10013100,10013100003,鹽北村,蘇清泉,中國國民黨,196,0.2182628062360802
8109,10013100,10013100003,鹽北村,詹智鈞,時代力量,393,0.4376391982182628
8110,10013100,10013100004,鹽中村,周春米,民主進步黨,511,0.3751835535976505
8111,10013100,10013100004,鹽中村,蘇清泉,中國國民黨,336,0.24669603524229075
8112,10013100,10013100004,鹽中村,詹智鈞,時代力量,515,0.37812041116005873
8113,10013100,10013100005,鹽南村,周春米,民主進步黨,374,0.28484386900228487
8114,10013100,10013100005,鹽南村,蘇清泉,中國國民黨,451,0.3434881949733435
8115,10013100,10013100005,鹽南村,詹智鈞,時代力量,488,0.37166793602437165
8116,10013100,10013100006,仕絨村,周春米,民主進步黨,158,0.2257142857142857
8117,10013100,10013100006,仕絨村,蘇清泉,中國國民黨,200,0.2857142857142857
8118,10013100,10013100006,仕絨村,詹智鈞,時代力量,342,0.48857142857142855
8119,10013100,10013100007,振興村,周春米,民主進步黨,569,0.37682119205298015
8120,10013100,10013100007,振興村,蘇清泉,中國國民黨,417,0.276158940397351
8121,10013100,10013100007,振興村,詹智鈞,時代力量,524,0.34701986754966885
8122,10013100,10013100008,永隆村,周春米,民主進步黨,159,0.2248939179632249
8123,10013100,10013100008,永隆村,蘇清泉,中國國民黨,275,0.38896746817538896
8124,10013100,10013100008,永隆村,詹智鈞,時代力量,273,0.38613861386138615
8125,10013100,10013100009,久愛村,周春米,民主進步黨,178,0.33904761904761904
8126,10013100,10013100009,久愛村,蘇清泉,中國國民黨,182,0.3466666666666667
8127,10013100,10013100009,久愛村,詹智鈞,時代力量,165,0.3142857142857143
8128,10013100,10013100010,洛陽村,周春米,民主進步黨,466,0.3411420204978038
8129,10013100,10013100010,洛陽村,蘇清泉,中國國民黨,413,0.30234260614934116
8130,10013100,10013100010,洛陽村,詹智鈞,時代力量,487,0.35651537335285505
8131,10013100,10013100011,新二村,周春米,民主進步黨,717,0.3234100135317997
8132,10013100,10013100011,新二村,蘇清泉,中國國民黨,774,0.3491204330175913
8133,10013100,10013100011,新二村,詹智鈞,時代力量,726,0.3274695534506089
8134,10013100,10013100012,彭厝村,周春米,民主進步黨,187,0.29356357927786497
8135,10013100,10013100012,彭厝村,蘇清泉,中國國民黨,211,0.33124018838304553
8136,10013100,10013100012,彭厝村,詹智鈞,時代力量,239,0.3751962323390895
8137,10013110,10013110001,高樹村,周春米,民主進步黨,308,0.3276595744680851
8138,10013110,10013110001,高樹村,蘇清泉,中國國民黨,253,0.2691489361702128
8139,10013110,10013110001,高樹村,詹智鈞,時代力量,379,0.4031914893617021
8140,10013110,10013110002,長榮村,周春米,民主進步黨,202,0.3476764199655766
8141,10013110,10013110002,長榮村,蘇清泉,中國國民黨,235,0.4044750430292599
8142,10013110,10013110002,長榮村,詹智鈞,時代力量,144,0.24784853700516352
8143,10013110,10013110003,東興村,周春米,民主進步黨,303,0.43722943722943725
8144,10013110,10013110003,東興村,蘇清泉,中國國民黨,213,0.30735930735930733
8145,10013110,10013110003,東興村,詹智鈞,時代力量,177,0.2554112554112554
8146,10013110,10013110004,東振村,周春米,民主進步黨,186,0.30097087378640774
8147,10013110,10013110004,東振村,蘇清泉,中國國民黨,193,0.3122977346278317
8148,10013110,10013110004,東振村,詹智鈞,時代力量,239,0.38673139158576053
8149,10013110,10013110005,源泉村,周春米,民主進步黨,113,0.3045822102425876
8150,10013110,10013110005,源泉村,蘇清泉,中國國民黨,115,0.30997304582210244
8151,10013110,10013110005,源泉村,詹智鈞,時代力量,143,0.38544474393531
8152,10013110,10013110006,建興村,周春米,民主進步黨,102,0.20987654320987653
8153,10013110,10013110006,建興村,蘇清泉,中國國民黨,183,0.3765432098765432
8154,10013110,10013110006,建興村,詹智鈞,時代力量,201,0.41358024691358025
8155,10013110,10013110007,大埔村,周春米,民主進步黨,148,0.23604465709728867
8156,10013110,10013110007,大埔村,蘇清泉,中國國民黨,187,0.2982456140350877
8157,10013110,10013110007,大埔村,詹智鈞,時代力量,292,0.46570972886762363
8158,10013110,10013110008,菜寮村,周春米,民主進步黨,184,0.3161512027491409
