,countyCode,prog,countyName,regionCode,regionName,electionType,candTksInfo,seats,allTowns
70,10014,1.0,台東縣,1001406,台東縣第6選舉區,縣市議員,"[{'candNo': 1, 'tks': 992, 'candVictor': ' ', 'tksRate': 47.97, 'name': '李數奼', 'party': '國民黨'}, {'candNo': 2, 'tks': 1076, 'candVictor': '*', 'tksRate': 52.03, 'name': '林為德', 'party': '無黨籍'}]",1,['綠島鄉']
71,10015,1.0,花蓮縣,1001501,花蓮縣第1選舉區,縣市議員,"[{'candNo': 1, 'tks': 2559, 'candVictor': ' ', 'tksRate': 4.91, 'name': '胡仁順', 'party': '民進黨'}, {'candNo': 2, 'tks': 3359, 'candVictor': '*', 'tksRate': 6.44, 'name': '吳東昇', 'party': '國民黨'}, {'candNo': 3, 'tks': 3247, 'candVictor': '*', 'tksRate': 6.23, 'name': '蔡翼鍾', 'party': '國民黨'}, {'candNo': 4, 'tks': 2261, 'candVictor': ' ', 'tksRate': 4.34, 'name': '謝國榮', 'party': '國民黨'}, {'candNo': 5, 'tks': 3161, 'candVictor': '*', 'tksRate': 6.06, 'name': '魏嘉賢', 'party': '無黨籍'}, {'candNo': 6, 'tks': 2789, 'candVictor': ' ', 'tksRate': 5.35, 'name': '韓林梅', 'party': '國民黨'}, {'candNo': 7, 'tks': 3420, 'candVictor': '*', 'tksRate': 6.56, 'name': '徐子芳', 'party': '國民黨'}, {'candNo': 8, 'tks': 2946, 'candVictor': ' ', 'tksRate': 5.65, 'name': '洪士閔', 'party': '國民黨'}, {'candNo': 9, 'tks': 2957, 'candVictor': ' ', 'tksRate': 5.67, 'name': '林宗昆', 'party': '國民黨'}, {'candNo': 10, 'tks': 3549, 'candVictor': '*', 'tksRate': 6.81, 'name': '傅國淵', 'party': '台灣民眾黨'}, {'candNo': 11, 'tks': 2654, 'candVictor': ' ', 'tksRate': 5.09, 'name': '楊華美', 'party': '無黨籍'}, {'candNo': 12, 'tks': 2953, 'candVictor': ' ', 'tksRate': 5.67, 'name': '張美慧', 'party': '民進黨'}]",9,['花蓮市']
72,10015,1.0,花蓮縣,1001502,花蓮縣第2選舉區,縣市議員,"[{'candNo': 1, 'tks': 2413, 'candVictor': ' ', 'tksRate': 25.01, 'name': '陳財能', 'party': '民進黨'}, {'candNo': 2, 'tks': 2254, 'candVictor': ' ', 'tksRate': 23.36, 'name': '鄭寶秀', 'party': '國民黨'}, {'candNo': 3, 'tks': 2491, 'candVictor': '*', 'tksRate': 25.82, 'name': '邱光明', 'party': '國民黨'}]",2,"['新城鄉', '秀林鄉']"
73,10015,1.0,花蓮縣,1001503,花蓮縣第3選舉區,縣市議員,"[{'candNo': 1, 'tks': 4491, 'candVictor': '*', 'tksRate': 7.84, 'name': '林源富', 'party': '無黨籍'}, {'candNo': 2, 'tks': 3999, 'candVictor': '*', 'tksRate': 6.98, 'name': '沈君茹', 'party': '無黨籍'}, {'candNo': 3, 'tks': 3812, 'candVictor': ' ', 'tksRate': 6.66, 'name': '黃馨', 'party': '國民黨'}, {'candNo': 4, 'tks': 3946, 'candVictor': '*', 'tksRate': 6.89, 'name': '張正治', 'party': '國民黨'}, {'candNo': 5, 'tks': 4562, 'candVictor': '*', 'tksRate': 7.97, 'name': '鄭乾龍', 'party': '無黨籍'}, {'candNo': 6, 'tks': 3690, 'candVictor': ' ', 'tksRate': 6.44, 'name': '王能昌', 'party': '無黨籍'}, {'candNo': 7, 'tks': 3971, 'candVictor': '*', 'tksRate': 6.93, 'name': '蔡文隆', 'party': '國民黨'}, {'candNo': 8, 'tks': 3342, 'candVictor': ' ', 'tksRate': 5.84, 'name': '王格致', 'party': '民進黨'}, {'candNo': 9, 'tks': 4721, 'candVictor': '*', 'tksRate': 8.24, 'name': '潘璿安', 'party': '台灣民眾黨'}, {'candNo': 10, 'tks': 3586, 'candVictor': ' ', 'tksRate': 6.26, 'name': '張峻', 'party': '無黨籍'}, {'candNo': 11, 'tks': 3858, 'candVictor': ' ', 'tksRate': 6.74, 'name': '陳慶元', 'party': '時代力量'}, {'candNo': 12, 'tks': 5048, 'candVictor': '*', 'tksRate': 8.81, 'name': '吳建志', 'party': '國民黨'}, {'candNo': 13, 'tks': 4092, 'candVictor': '*', 'tksRate': 7.15, 'name': '徐雪玉', 'party': '國民黨'}, {'candNo': 14, 'tks': 4150, 'candVictor': '*', 'tksRate': 7.25, 'name': '林品仰', 'party': '國民黨'}]",9,"['吉安鄉', '壽豐鄉', '鳳林鎮', '光復鄉', '豐濱鄉', '萬榮鄉']"
74,10015,1.0,花蓮縣,1001504,花蓮縣第4選舉區,縣市議員,"[{'candNo': 1, 'tks': 3186, 'candVictor': '*', 'tksRate': 18.48, 'name': '陳飛廷', 'party': '民進黨'}, {'candNo': 2, 'tks': 3036, 'candVictor': '*', 'tksRate': 17.61, 'name': '詹金富', 'party': '國民黨'}, {'candNo': 3, 'tks': 2523, 'candVictor': ' ', 'tksRate': 14.64, 'name': '鍾素政', 'party': '國民黨'}, {'candNo': 4, 'tks': 2496, 'candVictor': ' ', 'tksRate': 14.48, 'name': '黃玲蘭', 'party': '無黨籍'}, {'candNo': 5, 'tks': 3470, 'candVictor': '*', 'tksRate': 20.13, 'name': '陳志明', 'party': '無黨籍'}]",3,"['瑞穗鄉', '玉里鎮', '富里鄉', '卓溪鄉']"
75,10016,1.0,澎湖縣,1001601,澎湖縣第1選舉區,縣市議員,"[{'candNo': 1, 'tks': 1527, 'candVictor': ' ', 'tksRate': 4.51, 'name': '許國政', 'party': '國民黨'}, {'candNo': 2, 'tks': 1182, 'candVictor': ' ', 'tksRate': 3.49, 'name': '蘇陳綉色', 'party': '無黨籍'}, {'candNo': 3, 'tks': 1591, 'candVictor': '*', 'tksRate': 4.7, 'name': '莊光大', 'party': '無黨籍'}, {'candNo': 4, 'tks': 1619, 'candVictor': '*', 'tksRate': 4.79, 'name': '歐修智', 'party': '無黨籍'}, {'candNo': 5, 'tks': 1630, 'candVictor': '*', 'tksRate': 4.82, 'name': '盧長在', 'party': '民進黨'}, {'candNo': 6, 'tks': 1580, 'candVictor': '*', 'tksRate': 4.67, 'name': '蘇育德', 'party': '民進黨'}, {'candNo': 7, 'tks': 1150, 'candVictor': ' ', 'tksRate': 3.4, 'name': '劉陳昭玲', 'party': '國民黨'}, {'candNo': 8, 'tks': 1312, 'candVictor': ' ', 'tksRate': 3.88, 'name': '胡松榮', 'party': '無黨團結聯盟'}, {'candNo': 9, 'tks': 1914, 'candVictor': '*', 'tksRate': 5.66, 'name': '歐中慨', 'party': '國民黨'}, {'candNo': 10, 'tks': 1716, 'candVictor': '*', 'tksRate': 5.07, 'name': '張再興', 'party': '無黨籍'}, {'candNo': 11, 'tks': 1204, 'candVictor': ' ', 'tksRate': 3.56, 'name': '藍凱元', 'party': '無黨籍'}, {'candNo': 12, 'tks': 1479, 'candVictor': ' ', 'tksRate': 4.37, 'name': '陳文謙', 'party': '無黨籍'}, {'candNo': 13, 'tks': 1251, 'candVictor': ' ', 'tksRate': 3.7, 'name': '呂黃春金', 'party': '民進黨'}, {'candNo': 14, 'tks': 1311, 'candVictor': ' ', 'tksRate': 3.88, 'name': '林建勳', 'party': '國民黨'}, {'candNo': 15, 'tks': 1201, 'candVictor': ' ', 'tksRate': 3.55, 'name': '呂光宇', 'party': '國民黨'}, {'candNo': 16, 'tks': 1550, 'candVictor': ' ', 'tksRate': 4.58, 'name': '陳毓仁', 'party': '無黨籍'}, {'candNo': 17, 'tks': 1751, 'candVictor': '*', 'tksRate': 5.18, 'name': '陳海山', 'party': '無黨籍'}, {'candNo': 18, 'tks': 1911, 'candVictor': '*', 'tksRate': 5.65, 'name': '許智富', 'party': '台灣民眾黨'}]",11,['馬公市']
76,10016,1.0,澎湖縣,1001602,澎湖縣第2選舉區,縣市議員,"[{'candNo': 1, 'tks': 1142, 'candVictor': ' ', 'tksRate': 16.54, 'name': '廖璟華', 'party': '無黨籍'}, {'candNo': 2, 'tks': 1412, 'candVictor': '*', 'tksRate': 20.45, 'name': '吳政杰', 'party': '國民黨'}, {'candNo': 3, 'tks': 1666, 'candVictor': '*', 'tksRate': 24.13, 'name': '蔡清續', 'party': '民進黨'}, {'candNo': 4, 'tks': 1665, 'candVictor': '*', 'tksRate': 24.11, 'name': '許育愷', 'party': '無黨籍'}]",3,['湖西鄉']
77,10016,1.0,澎湖縣,1001603,澎湖縣第3選舉區,縣市議員,"[{'candNo': 1, 'tks': 1187, 'candVictor': ' ', 'tksRate': 21.41, 'name': '宋昀芝', 'party': '無黨籍'}, {'candNo': 2, 'tks': 1372, 'candVictor': ' ', 'tksRate': 24.75, 'name': '魏睿宏', 'party': '無黨籍'}]",2,['白沙鄉']
78,10016,1.0,澎湖縣,1001604,澎湖縣第4選舉區,縣市議員,"[{'candNo': 1, 'tks': 1765, 'candVictor': ' ', 'tksRate': 43.72, 'name': '許月里', 'party': '無黨籍'}, {'candNo': 2, 'tks': 2272, 'candVictor': '*', 'tksRate': 56.28, 'name': '薛雲鴻', 'party': '無黨籍'}]",1,['西嶼鄉']
79,10016,1.0,澎湖縣,1001605,澎湖縣第5選舉區,縣市議員,"[{'candNo': 1, 'tks': 831, 'candVictor': ' ', 'tksRate': 29.85, 'name': '陳佩真', 'party': '無黨籍'}]",1,['望安鄉']
80,10016,1.0,澎湖縣,1001606,澎湖縣第6選舉區,縣市議員,"[{'candNo': 1, 'tks': 981, 'candVictor': ' ', 'tksRate': 48.18, 'name': '張仁和', 'party': '無黨籍'}, {'candNo': 2, 'tks': 1055, 'candVictor': '*', 'tksRate': 51.82, 'name': '夏晨榮', 'party': '無黨籍'}]",1,['七美鄉']
81,10017,1.0,基隆市,1001701,基隆市第1選舉區,縣市議員,"[{'candNo': 1, 'tks': 2888, 'candVictor': ' ', 'tksRate': 10.6, 'name': '張顥瀚', 'party': '民進黨'}, {'candNo': 2, 'tks': 4830, 'candVictor': '*', 'tksRate': 17.73, 'name': '許睿慈', 'party': '民進黨'}, {'candNo': 3, 'tks': 4084, 'candVictor': '*', 'tksRate': 14.99, 'name': '藍敏煌', 'party': '國民黨'}, {'candNo': 4, 'tks': 3256, 'candVictor': ' ', 'tksRate': 11.95, 'name': '林毓峯', 'party': '台灣民眾黨'}, {'candNo': 5, 'tks': 3820, 'candVictor': '*', 'tksRate': 14.02, 'name': '呂美玲', 'party': '國民黨'}, {'candNo': 6, 'tks': 4595, 'candVictor': '*', 'tksRate': 16.87, 'name': '張淵翔', 'party': '國民黨'}]",4,['中正區']
82,10017,1.0,基隆市,1001702,基隆市第2選舉區,縣市議員,"[{'candNo': 1, 'tks': 3929, 'candVictor': ' ', 'tksRate': 12.55, 'name': '何淑萍', 'party': '國民黨'}, {'candNo': 2, 'tks': 4466, 'candVictor': '*', 'tksRate': 14.27, 'name': '陳宜', 'party': '民進黨'}, {'candNo': 3, 'tks': 4932, 'candVictor': '*', 'tksRate': 15.76, 'name': '韓世昱', 'party': '國民黨'}, {'candNo': 4, 'tks': 5129, 'candVictor': '*', 'tksRate': 16.39, 'name': '紀珈', 'party': '台灣民眾黨'}, {'candNo': 5, 'tks': 3894, 'candVictor': ' ', 'tksRate': 12.44, 'name': '李嘉濠', 'party': '無黨籍'}, {'candNo': 6, 'tks': 3938, 'candVictor': ' ', 'tksRate': 12.58, 'name': '江鑒育', 'party': '國民黨'}, {'candNo': 7, 'tks': 5010, 'candVictor': '*', 'tksRate': 16.01, 'name': '陳軍佐', 'party': '民進黨'}]",4,['信義區']
83,10017,1.0,基隆市,1001703,基隆市第3選舉區,縣市議員,"[{'candNo': 1, 'tks': 3134, 'candVictor': '*', 'tksRate': 12.73, 'name': '張芳麗', 'party': '國民黨'}, {'candNo': 2, 'tks': 2475, 'candVictor': ' ', 'tksRate': 10.06, 'name': '李依芩', 'party': '台灣民眾黨'}, {'candNo': 3, 'tks': 2212, 'candVictor': ' ', 'tksRate': 8.99, 'name': '莊榮欽', 'party': '國民黨'}, {'candNo': 4, 'tks': 2566, 'candVictor': ' ', 'tksRate': 10.43, 'name': '紀文荃', 'party': '國民黨'}, {'candNo': 5, 'tks': 2969, 'candVictor': '*', 'tksRate': 12.06, 'name': '鄭文婷', 'party': '民進黨'}, {'candNo': 6, 'tks': 2782, 'candVictor': ' ', 'tksRate': 11.3, 'name': '童子瑋', 'party': '民進黨'}, {'candNo': 7, 'tks': 2872, 'candVictor': '*', 'tksRate': 11.67, 'name': '曾紀嚴', 'party': '國民黨'}]",4,['仁愛區']
84,10017,1.0,基隆市,1001704,基隆市第4選舉區,縣市議員,"[{'candNo': 1, 'tks': 4675, 'candVictor': '*', 'tksRate': 18.42, 'name': '莊敬聖', 'party': '國民黨'}, {'candNo': 2, 'tks': 2774, 'candVictor': ' ', 'tksRate': 10.93, 'name': '梁堂華', 'party': '無黨籍'}, {'candNo': 3, 'tks': 3052, 'candVictor': ' ', 'tksRate': 12.02, 'name': '施偉政', 'party': '民進黨'}, {'candNo': 4, 'tks': 4519, 'candVictor': '*', 'tksRate': 17.8, 'name': '張哲源', 'party': '無黨籍'}, {'candNo': 5, 'tks': 4024, 'candVictor': '*', 'tksRate': 15.85, 'name': '郭美秀', 'party': '親民黨'}, {'candNo': 6, 'tks': 2920, 'candVictor': ' ', 'tksRate': 11.5, 'name': '徐佑昇', 'party': '台灣民眾黨'}, {'candNo': 7, 'tks': 3421, 'candVictor': '*', 'tksRate': 13.48, 'name': '張秉鈞', 'party': '民進黨'}]",4,['中山區']
85,10017,1.0,基隆市,1001705,基隆市第5選舉區,縣市議員,"[{'candNo': 1, 'tks': 2412, 'candVictor': ' ', 'tksRate': 5.29, 'name': '黃永翔', 'party': '無黨籍'}, {'candNo': 2, 'tks': 3527, 'candVictor': '*', 'tksRate': 7.73, 'name': '劉韋巡', 'party': '台灣民眾黨'}, {'candNo': 3, 'tks': 3512, 'candVictor': '*', 'tksRate': 7.7, 'name': '張銘傑', 'party': '無黨籍'}, {'candNo': 4, 'tks': 2781, 'candVictor': ' ', 'tksRate': 6.1, 'name': '黃紀棠', 'party': '無黨籍'}, {'candNo': 5, 'tks': 2894, 'candVictor': ' ', 'tksRate': 6.35, 'name': '鄭愷玲', 'party': '國民黨'}, {'candNo': 6, 'tks': 3551, 'candVictor': '*', 'tksRate': 7.79, 'name': '李偉華', 'party': '無黨籍'}, {'candNo': 7, 'tks': 3544, 'candVictor': '*', 'tksRate': 7.77, 'name': '張之豪', 'party': '民進黨'}, {'candNo': 8, 'tks': 2823, 'candVictor': ' ', 'tksRate': 6.19, 'name': '吳驊珈', 'party': '民進黨'}, {'candNo': 9, 'tks': 3364, 'candVictor': ' ', 'tksRate': 7.38, 'name': '許超勝', 'party': '無黨籍'}, {'candNo': 10, 'tks': 2949, 'candVictor': ' ', 'tksRate': 6.47, 'name': '俞叁發', 'party': '國民黨'}, {'candNo': 11, 'tks': 3747, 'candVictor': '*', 'tksRate': 8.22, 'name': '林沛祥', 'party': '國民黨'}, {'candNo': 12, 'tks': 2897, 'candVictor': ' ', 'tksRate': 6.35, 'name': '莊錦田', 'party': '親民黨'}, {'candNo': 13, 'tks': 3791, 'candVictor': '*', 'tksRate': 8.31, 'name': '秦鉦', 'party': '國民黨'}, {'candNo': 14, 'tks': 3808, 'candVictor': '*', 'tksRate': 8.35, 'name': '江欣怡', 'party': '時代力量'}]",7,['安樂區']
86,10017,1.0,基隆市,1001706,基隆市第6選舉區,縣市議員,"[{'candNo': 1, 'tks': 2498, 'candVictor': ' ', 'tksRate': 12.27, 'name': '林旻勳', 'party': '無黨籍'}, {'candNo': 2, 'tks': 2852, 'candVictor': '*', 'tksRate': 14.01, 'name': '連恩典', 'party': '國民黨'}, {'candNo': 3, 'tks': 3093, 'candVictor': '*', 'tksRate': 15.19, 'name': '陳冠羽', 'party': '無黨籍'}, {'candNo': 4, 'tks': 2534, 'candVictor': ' ', 'tksRate': 12.45, 'name': '莫璦緁', 'party': '無黨籍'}]",3,['暖暖區']
87,10017,1.0,基隆市,1001707,基隆市第7選舉區,縣市議員,"[{'candNo': 1, 'tks': 6845, 'candVictor': '*', 'tksRate': 24.0, 'name': '林坤明', 'party': '民進黨'}, {'candNo': 2, 'tks': 4157, 'candVictor': ' ', 'tksRate': 14.58, 'name': '張耿輝', 'party': '無黨籍'}, {'candNo': 3, 'tks': 4279, 'candVictor': '*', 'tksRate': 15.01, 'name': '蔡旺璉', 'party': '國民黨'}, {'candNo': 4, 'tks': 4395, 'candVictor': '*', 'tksRate': 15.41, 'name': '曾怡芳', 'party': '民進黨'}, {'candNo': 5, 'tks': 3978, 'candVictor': ' ', 'tksRate': 13.95, 'name': '陳愷閎', 'party': '時代力量'}, {'candNo': 6, 'tks': 4863, 'candVictor': '*', 'tksRate': 17.05, 'name': '楊秀玉', 'party': '親民黨'}]",4,['七堵區']
88,10018,1.0,新竹市,1001801,新竹市第1選舉區,縣市議員,"[{'candNo': 1, 'tks': 4111, 'candVictor': '*', 'tksRate': 5.11, 'name': '劉彥伶', 'party': '民進黨'}, {'candNo': 2, 'tks': 4635, 'candVictor': '*', 'tksRate': 5.76, 'name': '黃家曄', 'party': '無黨籍'}, {'candNo': 3, 'tks': 3076, 'candVictor': ' ', 'tksRate': 3.82, 'name': '鄭美娟', 'party': '民進黨'}, {'candNo': 4, 'tks': 3136, 'candVictor': ' ', 'tksRate': 3.89, 'name': '曾資程', 'party': '民進黨'}, {'candNo': 5, 'tks': 3729, 'candVictor': '*', 'tksRate': 4.63, 'name': '蔡惠婷', 'party': '時代力量'}, {'candNo': 6, 'tks': 4358, 'candVictor': '*', 'tksRate': 5.41, 'name': '王銘宗', 'party': '無黨籍'}, {'candNo': 7, 'tks': 3850, 'candVictor': '*', 'tksRate': 4.78, 'name': '黃文政', 'party': '國民黨'}, {'candNo': 8, 'tks': 3591, 'candVictor': ' ', 'tksRate': 4.46, 'name': '黃耀正', 'party': '無黨籍'}, {'candNo': 9, 'tks': 3766, 'candVictor': '*', 'tksRate': 4.68, 'name': '戴朝琴', 'party': '無黨籍'}, {'candNo': 10, 'tks': 2961, 'candVictor': ' ', 'tksRate': 3.68, 'name': '劉明鴻', 'party': '無黨籍'}, {'candNo': 11, 'tks': 4359, 'candVictor': '*', 'tksRate': 5.41, 'name': '張文興', 'party': '國民黨'}, {'candNo': 12, 'tks': 3570, 'candVictor': ' ', 'tksRate': 4.43, 'name': '鍾淑英', 'party': '國民黨'}, {'candNo': 13, 'tks': 3416, 'candVictor': ' ', 'tksRate': 4.24, 'name': '謝佩妤', 'party': '無黨籍'}, {'candNo': 14, 'tks': 3235, 'candVictor': ' ', 'tksRate': 4.02, 'name': '林志雅', 'party': '無黨籍'}, {'candNo': 15, 'tks': 3036, 'candVictor': ' ', 'tksRate': 3.77, 'name': '何志勇', 'party': '國民黨'}, {'candNo': 16, 'tks': 3665, 'candVictor': '*', 'tksRate': 4.55, 'name': '張祖琰', 'party': '國民黨'}, {'candNo': 17, 'tks': 4022, 'candVictor': '*', 'tksRate': 5.0, 'name': '宋品瑩', 'party': '台灣民眾黨'}, {'candNo': 18, 'tks': 4129, 'candVictor': '*', 'tksRate': 5.13, 'name': '段孝芳', 'party': '國民黨'}, {'candNo': 19, 'tks': 2718, 'candVictor': ' ', 'tksRate': 3.38, 'name': '劉崇顯', 'party': '綠黨'}, {'candNo': 20, 'tks': 3755, 'candVictor': '*', 'tksRate': 4.66, 'name': '周莉柔', 'party': '無黨籍'}, {'candNo': 21, 'tks': 4425, 'candVictor': '*', 'tksRate': 5.5, 'name': '余邦彥', 'party': '無黨籍'}, {'candNo': 22, 'tks': 2977, 'candVictor': ' ', 'tksRate': 3.7, 'name': '陳珍裕', 'party': '無黨籍'}]",12,['東區']
89,10018,1.0,新竹市,1001802,新竹市第2選舉區,縣市議員,"[{'candNo': 1, 'tks': 3552, 'candVictor': ' ', 'tksRate': 11.34, 'name': '陳鶴文', 'party': '時代力量'}, {'candNo': 2, 'tks': 3592, 'candVictor': '*', 'tksRate': 11.47, 'name': '許登淇', 'party': '台灣民眾黨'}, {'candNo': 3, 'tks': 4065, 'candVictor': '*', 'tksRate': 12.98, 'name': '何佳樺', 'party': '無黨籍'}, {'candNo': 4, 'tks': 2982, 'candVictor': ' ', 'tksRate': 9.52, 'name': '黃立達', 'party': '無黨籍'}, {'candNo': 5, 'tks': 3574, 'candVictor': '*', 'tksRate': 11.41, 'name': '徐美惠', 'party': '國民黨'}, {'candNo': 6, 'tks': 3830, 'candVictor': '*', 'tksRate': 12.23, 'name': '施乃如', 'party': '民進黨'}, {'candNo': 7, 'tks': 3421, 'candVictor': ' ', 'tksRate': 10.92, 'name': '許修睿', 'party': '國民黨'}, {'candNo': 8, 'tks': 3068, 'candVictor': ' ', 'tksRate': 9.8, 'name': '田雅芳', 'party': '無黨籍'}, {'candNo': 9, 'tks': 3238, 'candVictor': ' ', 'tksRate': 10.34, 'name': '王岢鈺', 'party': '小民參政歐巴桑聯盟'}]",4,['原為南區']
90,10018,1.0,新竹市,1001803,新竹市第3選舉區,縣市議員,"[{'candNo': 1, 'tks': 3669, 'candVictor': ' ', 'tksRate': 17.72, 'name': '陳治雄', 'party': '國民黨'}, {'candNo': 2, 'tks': 3673, 'candVictor': '*', 'tksRate': 17.74, 'name': '施淑婷', 'party': '台灣民眾黨'}, {'candNo': 3, 'tks': 2957, 'candVictor': ' ', 'tksRate': 14.28, 'name': '陳建名', 'party': '民進黨'}]",2,['原為西區']
91,10018,1.0,新竹市,1001804,新竹市第4選舉區,縣市議員,"[{'candNo': 1, 'tks': 4544, 'candVictor': '*', 'tksRate': 7.1, 'name': '楊玲宜', 'party': '民進黨'}, {'candNo': 2, 'tks': 4452, 'candVictor': '*', 'tksRate': 6.96, 'name': '吳旭豐', 'party': '國民黨'}, {'candNo': 3, 'tks': 3055, 'candVictor': ' ', 'tksRate': 4.77, 'name': '陳清全', 'party': '無黨籍'}, {'candNo': 4, 'tks': 3231, 'candVictor': ' ', 'tksRate': 5.05, 'name': '曾泰程', 'party': '無黨籍'}, {'candNo': 5, 'tks': 3339, 'candVictor': ' ', 'tksRate': 5.22, 'name': '鄭慶欽', 'party': '無黨籍'}, {'candNo': 6, 'tks': 3232, 'candVictor': ' ', 'tksRate': 5.05, 'name': '黃世禮', 'party': '無黨籍'}, {'candNo': 7, 'tks': 2732, 'candVictor': ' ', 'tksRate': 4.27, 'name': '蕭志潔', 'party': '國民黨'}, {'candNo': 8, 'tks': 3837, 'candVictor': '*', 'tksRate': 6.0, 'name': '彭昆耀', 'party': '無黨籍'}, {'candNo': 9, 'tks': 2673, 'candVictor': ' ', 'tksRate': 4.18, 'name': '黃美慧', 'party': '國民黨'}, {'candNo': 10, 'tks': 4270, 'candVictor': '*', 'tksRate': 6.67, 'name': '劉康彥', 'party': '民進黨'}, {'candNo': 11, 'tks': 2806, 'candVictor': ' ', 'tksRate': 4.39, 'name': '顏政德', 'party': '無黨籍'}, {'candNo': 12, 'tks': 3806, 'candVictor': '*', 'tksRate': 5.95, 'name': '蔡文盛', 'party': '台灣民眾黨'}, {'candNo': 13, 'tks': 3270, 'candVictor': ' ', 'tksRate': 5.11, 'name': '孫鍚洲', 'party': '無黨籍'}, {'candNo': 14, 'tks': 3423, 'candVictor': '*', 'tksRate': 5.35, 'name': '林彥甫', 'party': '時代力量'}]",9,['北區']
92,10018,1.0,新竹市,1001805,新竹市第5選舉區,縣市議員,"[{'candNo': 1, 'tks': 3372, 'candVictor': '*', 'tksRate': 7.63, 'name': '曾沛騰', 'party': '無黨籍'}, {'candNo': 2, 'tks': 2469, 'candVictor': ' ', 'tksRate': 5.59, 'name': '鄭成光', 'party': '無黨籍'}, {'candNo': 3, 'tks': 3845, 'candVictor': '*', 'tksRate': 8.7, 'name': '陳啓源', 'party': '無黨籍'}, {'candNo': 4, 'tks': 3336, 'candVictor': '*', 'tksRate': 7.55, 'name': '劉昊禮', 'party': '無黨籍'}, {'candNo': 5, 'tks': 3900, 'candVictor': '*', 'tksRate': 8.83, 'name': '吳國寶', 'party': '無黨籍'}, {'candNo': 6, 'tks': 2927, 'candVictor': ' ', 'tksRate': 6.62, 'name': '廖子齊', 'party': '時代力量'}, {'candNo': 7, 'tks': 2873, 'candVictor': ' ', 'tksRate': 6.5, 'name': '葉國文', 'party': '台灣民眾黨'}, {'candNo': 8, 'tks': 3815, 'candVictor': '*', 'tksRate': 8.63, 'name': '林盈徹', 'party': '民進黨'}, {'candNo': 9, 'tks': 2454, 'candVictor': ' ', 'tksRate': 5.55, 'name': '陳慶齡', 'party': '國民黨'}]",6,['香山區']
93,10020,1.0,嘉義市,1002001,嘉義市第1選舉區,縣市議員,"[{'candNo': 1, 'tks': 2823, 'candVictor': ' ', 'tksRate': 4.51, 'name': '戴寧', 'party': '無黨籍'}, {'candNo': 2, 'tks': 3239, 'candVictor': '*', 'tksRate': 5.18, 'name': '李奕德', 'party': '無黨籍'}, {'candNo': 3, 'tks': 2546, 'candVictor': ' ', 'tksRate': 4.07, 'name': '翁渙瑤', 'party': '台灣基進'}, {'candNo': 4, 'tks': 3689, 'candVictor': '*', 'tksRate': 5.9, 'name': '吳家慧', 'party': '無黨籍'}, {'candNo': 5, 'tks': 2813, 'candVictor': ' ', 'tksRate': 4.5, 'name': '顏色不分藍綠支持性專區顏色田慎節', 'party': '無黨籍'}, {'candNo': 6, 'tks': 3295, 'candVictor': '*', 'tksRate': 5.27, 'name': '張敏琪', 'party': '國民黨'}, {'candNo': 7, 'tks': 2984, 'candVictor': '*', 'tksRate': 4.77, 'name': '林昱孜', 'party': '台灣民眾黨'}, {'candNo': 8, 'tks': 2764, 'candVictor': ' ', 'tksRate': 4.42, 'name': '黃露慧', 'party': '民進黨'}, {'candNo': 9, 'tks': 3655, 'candVictor': '*', 'tksRate': 5.84, 'name': '郭定緯', 'party': '國民黨'}, {'candNo': 10, 'tks': 3488, 'candVictor': '*', 'tksRate': 5.57, 'name': '梁樹綸', 'party': '國民黨'}, {'candNo': 11, 'tks': 2585, 'candVictor': ' ', 'tksRate': 4.13, 'name': '凌子楚', 'party': '民進黨'}, {'candNo': 12, 'tks': 2330, 'candVictor': ' ', 'tksRate': 3.72, 'name': '郭文居', 'party': '無黨籍'}, {'candNo': 13, 'tks': 3572, 'candVictor': '*', 'tksRate': 5.71, 'name': '黃盈智', 'party': '民進黨'}, {'candNo': 14, 'tks': 2535, 'candVictor': ' ', 'tksRate': 4.05, 'name': '傅大偉', 'party': '國民黨'}, {'candNo': 15, 'tks': 3363, 'candVictor': '*', 'tksRate': 5.37, 'name': '陳家平', 'party': '國民黨'}, {'candNo': 16, 'tks': 2788, 'candVictor': ' ', 'tksRate': 4.46, 'name': '張榮藏', 'party': '無黨籍'}, {'candNo': 17, 'tks': 3170, 'candVictor': '*', 'tksRate': 5.07, 'name': '蔡永泉', 'party': '台灣團結聯盟'}, {'candNo': 18, 'tks': 2492, 'candVictor': ' ', 'tksRate': 3.98, 'name': '林瑞霞', 'party': '無黨籍'}]",10,['東區']
