,countyCode,townCode,townName,candTksInfo
46,10005,10005120,頭屋鄉,"[{'candNo': 1, 'tks': 1101, 'candVictor': ' ', 'tksRate': 19.49, 'name': '鍾東錦', 'party': '無'}, {'candNo': 2, 'tks': 1784, 'candVictor': '*', 'tksRate': 31.59, 'name': '謝福弘', 'party': '中國國民黨'}, {'candNo': 3, 'tks': 1061, 'candVictor': ' ', 'tksRate': 18.79, 'name': '吳盛聖', 'party': '無'}, {'candNo': 4, 'tks': 1702, 'candVictor': ' ', 'tksRate': 30.13, 'name': '徐定禎', 'party': '民主進步黨'}]"
47,10005,10005130,三義鄉,"[{'candNo': 1, 'tks': 1728, 'candVictor': ' ', 'tksRate': 21.74, 'name': '鍾東錦', 'party': '無'}, {'candNo': 2, 'tks': 2636, 'candVictor': '*', 'tksRate': 33.16, 'name': '謝福弘', 'party': '中國國民黨'}, {'candNo': 3, 'tks': 1467, 'candVictor': ' ', 'tksRate': 18.46, 'name': '吳盛聖', 'party': '無'}, {'candNo': 4, 'tks': 2118, 'candVictor': ' ', 'tksRate': 26.64, 'name': '徐定禎', 'party': '民主進步黨'}]"
48,10005,10005140,西湖鄉,"[{'candNo': 1, 'tks': 700, 'candVictor': ' ', 'tksRate': 18.13, 'name': '鍾東錦', 'party': '無'}, {'candNo': 2, 'tks': 1379, 'candVictor': '*', 'tksRate': 35.72, 'name': '謝福弘', 'party': '中國國民黨'}, {'candNo': 3, 'tks': 647, 'candVictor': ' ', 'tksRate': 16.76, 'name': '吳盛聖', 'party': '無'}, {'candNo': 4, 'tks': 1135, 'candVictor': ' ', 'tksRate': 29.4, 'name': '徐定禎', 'party': '民主進步黨'}]"
49,10005,10005150,造橋鄉,"[{'candNo': 1, 'tks': 1192, 'candVictor': ' ', 'tksRate': 18.47, 'name': '鍾東錦', 'party': '無'}, {'candNo': 2, 'tks': 2099, 'candVictor': '*', 'tksRate': 32.53, 'name': '謝福弘', 'party': '中國國民黨'}, {'candNo': 3, 'tks': 1300, 'candVictor': ' ', 'tksRate': 20.15, 'name': '吳盛聖', 'party': '無'}, {'candNo': 4, 'tks': 1862, 'candVictor': ' ', 'tksRate': 28.85, 'name': '徐定禎', 'party': '民主進步黨'}]"
50,10005,10005160,三灣鄉,"[{'candNo': 1, 'tks': 638, 'candVictor': ' ', 'tksRate': 20.24, 'name': '鍾東錦', 'party': '無'}, {'candNo': 2, 'tks': 1096, 'candVictor': '*', 'tksRate': 34.77, 'name': '謝福弘', 'party': '中國國民黨'}, {'candNo': 3, 'tks': 499, 'candVictor': ' ', 'tksRate': 15.83, 'name': '吳盛聖', 'party': '無'}, {'candNo': 4, 'tks': 919, 'candVictor': ' ', 'tksRate': 29.16, 'name': '徐定禎', 'party': '民主進步黨'}]"
51,10005,10005170,獅潭鄉,"[{'candNo': 1, 'tks': 509, 'candVictor': ' ', 'tksRate': 19.57, 'name': '鍾東錦', 'party': '無'}, {'candNo': 2, 'tks': 856, 'candVictor': '*', 'tksRate': 32.91, 'name': '謝福弘', 'party': '中國國民黨'}, {'candNo': 3, 'tks': 528, 'candVictor': ' ', 'tksRate': 20.3, 'name': '吳盛聖', 'party': '無'}, {'candNo': 4, 'tks': 708, 'candVictor': ' ', 'tksRate': 27.22, 'name': '徐定禎', 'party': '民主進步黨'}]"
52,10005,10005180,泰安鄉,"[{'candNo': 1, 'tks': 660, 'candVictor': ' ', 'tksRate': 22.1, 'name': '鍾東錦', 'party': '無'}, {'candNo': 2, 'tks': 1034, 'candVictor': '*', 'tksRate': 34.62, 'name': '謝福弘', 'party': '中國國民黨'}, {'candNo': 3, 'tks': 600, 'candVictor': ' ', 'tksRate': 20.09, 'name': '吳盛聖', 'party': '無'}, {'candNo': 4, 'tks': 693, 'candVictor': ' ', 'tksRate': 23.2, 'name': '徐定禎', 'party': '民主進步黨'}]"
53,10007,10007010,彰化市,"[{'candNo': 1, 'tks': 20439, 'candVictor': ' ', 'tksRate': 18.16, 'name': '王惠美', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 25883, 'candVictor': '*', 'tksRate': 23.0, 'name': '黃秀芳', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 25604, 'candVictor': ' ', 'tksRate': 22.75, 'name': '蕭仁正', 'party': '無'}]"
54,10007,10007020,鹿港鎮,"[{'candNo': 1, 'tks': 7982, 'candVictor': ' ', 'tksRate': 17.56, 'name': '王惠美', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 10845, 'candVictor': '*', 'tksRate': 23.86, 'name': '黃秀芳', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 10251, 'candVictor': ' ', 'tksRate': 22.55, 'name': '蕭仁正', 'party': '無'}]"
55,10007,10007030,和美鎮,"[{'candNo': 1, 'tks': 8480, 'candVictor': ' ', 'tksRate': 18.56, 'name': '王惠美', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 10283, 'candVictor': '*', 'tksRate': 22.5, 'name': '黃秀芳', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 9966, 'candVictor': ' ', 'tksRate': 21.81, 'name': '蕭仁正', 'party': '無'}]"
56,10007,10007040,線西鄉,"[{'candNo': 1, 'tks': 1757, 'candVictor': ' ', 'tksRate': 20.69, 'name': '王惠美', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 1995, 'candVictor': '*', 'tksRate': 23.49, 'name': '黃秀芳', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 1852, 'candVictor': ' ', 'tksRate': 21.81, 'name': '蕭仁正', 'party': '無'}]"
57,10007,10007050,伸港鄉,"[{'candNo': 1, 'tks': 3246, 'candVictor': ' ', 'tksRate': 18.17, 'name': '王惠美', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 4017, 'candVictor': '*', 'tksRate': 22.48, 'name': '黃秀芳', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 4184, 'candVictor': ' ', 'tksRate': 23.42, 'name': '蕭仁正', 'party': '無'}]"
58,10007,10007060,福興鄉,"[{'candNo': 1, 'tks': 4003, 'candVictor': ' ', 'tksRate': 17.17, 'name': '王惠美', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 5553, 'candVictor': '*', 'tksRate': 23.82, 'name': '黃秀芳', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 5844, 'candVictor': ' ', 'tksRate': 25.07, 'name': '蕭仁正', 'party': '無'}]"
59,10007,10007070,秀水鄉,"[{'candNo': 1, 'tks': 3725, 'candVictor': ' ', 'tksRate': 17.16, 'name': '王惠美', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 5041, 'candVictor': '*', 'tksRate': 23.23, 'name': '黃秀芳', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 5215, 'candVictor': ' ', 'tksRate': 24.03, 'name': '蕭仁正', 'party': '無'}]"
60,10007,10007080,花壇鄉,"[{'candNo': 1, 'tks': 4585, 'candVictor': ' ', 'tksRate': 19.13, 'name': '王惠美', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 5604, 'candVictor': '*', 'tksRate': 23.39, 'name': '黃秀芳', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 5411, 'candVictor': ' ', 'tksRate': 22.58, 'name': '蕭仁正', 'party': '無'}]"
61,10007,10007090,芬園鄉,"[{'candNo': 1, 'tks': 2263, 'candVictor': ' ', 'tksRate': 18.37, 'name': '王惠美', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 2946, 'candVictor': '*', 'tksRate': 23.91, 'name': '黃秀芳', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 2683, 'candVictor': ' ', 'tksRate': 21.77, 'name': '蕭仁正', 'party': '無'}]"
62,10007,10007100,員林市,"[{'candNo': 1, 'tks': 11626, 'candVictor': ' ', 'tksRate': 19.18, 'name': '王惠美', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 13666, 'candVictor': '*', 'tksRate': 22.54, 'name': '黃秀芳', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 14202, 'candVictor': ' ', 'tksRate': 23.42, 'name': '蕭仁正', 'party': '無'}]"
63,10007,10007110,溪湖鎮,"[{'candNo': 1, 'tks': 4883, 'candVictor': ' ', 'tksRate': 17.76, 'name': '王惠美', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 6333, 'candVictor': '*', 'tksRate': 23.04, 'name': '黃秀芳', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 6361, 'candVictor': ' ', 'tksRate': 23.14, 'name': '蕭仁正', 'party': '無'}]"
64,10007,10007120,田中鎮,"[{'candNo': 1, 'tks': 4244, 'candVictor': ' ', 'tksRate': 20.08, 'name': '王惠美', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 4762, 'candVictor': '*', 'tksRate': 22.53, 'name': '黃秀芳', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 4663, 'candVictor': ' ', 'tksRate': 22.06, 'name': '蕭仁正', 'party': '無'}]"
65,10007,10007130,大村鄉,"[{'candNo': 1, 'tks': 3874, 'candVictor': ' ', 'tksRate': 18.87, 'name': '王惠美', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 5034, 'candVictor': '*', 'tksRate': 24.52, 'name': '黃秀芳', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 4645, 'candVictor': ' ', 'tksRate': 22.62, 'name': '蕭仁正', 'party': '無'}]"
66,10007,10007140,埔鹽鄉,"[{'candNo': 1, 'tks': 3166, 'candVictor': ' ', 'tksRate': 19.12, 'name': '王惠美', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 3756, 'candVictor': '*', 'tksRate': 22.68, 'name': '黃秀芳', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 3959, 'candVictor': ' ', 'tksRate': 23.91, 'name': '蕭仁正', 'party': '無'}]"
67,10007,10007150,埔心鄉,"[{'candNo': 1, 'tks': 2809, 'candVictor': ' ', 'tksRate': 17.81, 'name': '王惠美', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 3979, 'candVictor': '*', 'tksRate': 25.23, 'name': '黃秀芳', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 3738, 'candVictor': ' ', 'tksRate': 23.7, 'name': '蕭仁正', 'party': '無'}]"
68,10007,10007160,永靖鄉,"[{'candNo': 1, 'tks': 3386, 'candVictor': ' ', 'tksRate': 17.82, 'name': '王惠美', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 4559, 'candVictor': '*', 'tksRate': 24.0, 'name': '黃秀芳', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 4384, 'candVictor': ' ', 'tksRate': 23.08, 'name': '蕭仁正', 'party': '無'}]"
69,10007,10007170,社頭鄉,"[{'candNo': 1, 'tks': 4121, 'candVictor': ' ', 'tksRate': 20.17, 'name': '王惠美', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 4790, 'candVictor': '*', 'tksRate': 23.45, 'name': '黃秀芳', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 4691, 'candVictor': ' ', 'tksRate': 22.96, 'name': '蕭仁正', 'party': '無'}]"
70,10007,10007180,二水鄉,"[{'candNo': 1, 'tks': 1311, 'candVictor': ' ', 'tksRate': 17.47, 'name': '王惠美', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 2018, 'candVictor': '*', 'tksRate': 26.9, 'name': '黃秀芳', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 1659, 'candVictor': ' ', 'tksRate': 22.11, 'name': '蕭仁正', 'party': '無'}]"
71,10007,10007190,北斗鎮,"[{'candNo': 1, 'tks': 3361, 'candVictor': ' ', 'tksRate': 20.9, 'name': '王惠美', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 3568, 'candVictor': '*', 'tksRate': 22.18, 'name': '黃秀芳', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 3588, 'candVictor': ' ', 'tksRate': 22.31, 'name': '蕭仁正', 'party': '無'}]"
72,10007,10007200,二林鎮,"[{'candNo': 1, 'tks': 5049, 'candVictor': ' ', 'tksRate': 18.03, 'name': '王惠美', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 6707, 'candVictor': '*', 'tksRate': 23.95, 'name': '黃秀芳', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 6129, 'candVictor': ' ', 'tksRate': 21.89, 'name': '蕭仁正', 'party': '無'}]"
73,10007,10007210,田尾鄉,"[{'candNo': 1, 'tks': 2585, 'candVictor': ' ', 'tksRate': 18.9, 'name': '王惠美', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 3089, 'candVictor': '*', 'tksRate': 22.59, 'name': '黃秀芳', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 3038, 'candVictor': ' ', 'tksRate': 22.22, 'name': '蕭仁正', 'party': '無'}]"
74,10007,10007220,埤頭鄉,"[{'candNo': 1, 'tks': 2785, 'candVictor': ' ', 'tksRate': 18.14, 'name': '王惠美', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 3669, 'candVictor': '*', 'tksRate': 23.9, 'name': '黃秀芳', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 3411, 'candVictor': ' ', 'tksRate': 22.22, 'name': '蕭仁正', 'party': '無'}]"
75,10007,10007230,芳苑鄉,"[{'candNo': 1, 'tks': 2978, 'candVictor': ' ', 'tksRate': 17.76, 'name': '王惠美', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 4044, 'candVictor': '*', 'tksRate': 24.12, 'name': '黃秀芳', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 4006, 'candVictor': ' ', 'tksRate': 23.89, 'name': '蕭仁正', 'party': '無'}]"
76,10007,10007240,大城鄉,"[{'candNo': 1, 'tks': 1476, 'candVictor': ' ', 'tksRate': 17.07, 'name': '王惠美', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 1965, 'candVictor': '*', 'tksRate': 22.73, 'name': '黃秀芳', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 1980, 'candVictor': ' ', 'tksRate': 22.9, 'name': '蕭仁正', 'party': '無'}]"
77,10007,10007250,竹塘鄉,"[{'candNo': 1, 'tks': 1119, 'candVictor': ' ', 'tksRate': 16.4, 'name': '王惠美', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 1831, 'candVictor': '*', 'tksRate': 26.84, 'name': '黃秀芳', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 1585, 'candVictor': ' ', 'tksRate': 23.23, 'name': '蕭仁正', 'party': '無'}]"
78,10007,10007260,溪州鄉,"[{'candNo': 1, 'tks': 3175, 'candVictor': ' ', 'tksRate': 19.28, 'name': '王惠美', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 4069, 'candVictor': '*', 'tksRate': 24.71, 'name': '黃秀芳', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 3623, 'candVictor': ' ', 'tksRate': 22.0, 'name': '蕭仁正', 'party': '無'}]"
79,10008,10008010,南投市,"[{'candNo': 1, 'tks': 20803, 'candVictor': ' ', 'tksRate': 43.14, 'name': '蔡培慧', 'party': '民主進步黨'}, {'candNo': 2, 'tks': 27417, 'candVictor': '*', 'tksRate': 56.86, 'name': '許淑華', 'party': '中國國民黨'}]"
80,10008,10008020,埔里鎮,"[{'candNo': 1, 'tks': 18573, 'candVictor': ' ', 'tksRate': 45.34, 'name': '蔡培慧', 'party': '民主進步黨'}, {'candNo': 2, 'tks': 22389, 'candVictor': '*', 'tksRate': 54.66, 'name': '許淑華', 'party': '中國國民黨'}]"
81,10008,10008030,草屯鎮,"[{'candNo': 1, 'tks': 21406, 'candVictor': ' ', 'tksRate': 44.37, 'name': '蔡培慧', 'party': '民主進步黨'}, {'candNo': 2, 'tks': 26835, 'candVictor': '*', 'tksRate': 55.63, 'name': '許淑華', 'party': '中國國民黨'}]"
82,10008,10008040,竹山鎮,"[{'candNo': 1, 'tks': 12401, 'candVictor': ' ', 'tksRate': 43.98, 'name': '蔡培慧', 'party': '民主進步黨'}, {'candNo': 2, 'tks': 15797, 'candVictor': '*', 'tksRate': 56.02, 'name': '許淑華', 'party': '中國國民黨'}]"
83,10008,10008050,集集鎮,"[{'candNo': 1, 'tks': 2895, 'candVictor': ' ', 'tksRate': 47.0, 'name': '蔡培慧', 'party': '民主進步黨'}, {'candNo': 2, 'tks': 3264, 'candVictor': '*', 'tksRate': 53.0, 'name': '許淑華', 'party': '中國國民黨'}]"
84,10008,10008060,名間鄉,"[{'candNo': 1, 'tks': 8483, 'candVictor': ' ', 'tksRate': 43.27, 'name': '蔡培慧', 'party': '民主進步黨'}, {'candNo': 2, 'tks': 11124, 'candVictor': '*', 'tksRate': 56.73, 'name': '許淑華', 'party': '中國國民黨'}]"
85,10008,10008070,鹿谷鄉,"[{'candNo': 1, 'tks': 4324, 'candVictor': ' ', 'tksRate': 46.21, 'name': '蔡培慧', 'party': '民主進步黨'}, {'candNo': 2, 'tks': 5033, 'candVictor': '*', 'tksRate': 53.79, 'name': '許淑華', 'party': '中國國民黨'}]"
86,10008,10008080,中寮鄉,"[{'candNo': 1, 'tks': 3527, 'candVictor': ' ', 'tksRate': 43.36, 'name': '蔡培慧', 'party': '民主進步黨'}, {'candNo': 2, 'tks': 4608, 'candVictor': '*', 'tksRate': 56.64, 'name': '許淑華', 'party': '中國國民黨'}]"
87,10008,10008090,魚池鄉,"[{'candNo': 1, 'tks': 3427, 'candVictor': ' ', 'tksRate': 40.34, 'name': '蔡培慧', 'party': '民主進步黨'}, {'candNo': 2, 'tks': 5068, 'candVictor': '*', 'tksRate': 59.66, 'name': '許淑華', 'party': '中國國民黨'}]"
88,10008,10008100,國姓鄉,"[{'candNo': 1, 'tks': 4298, 'candVictor': ' ', 'tksRate': 40.01, 'name': '蔡培慧', 'party': '民主進步黨'}, {'candNo': 2, 'tks': 6445, 'candVictor': '*', 'tksRate': 59.99, 'name': '許淑華', 'party': '中國國民黨'}]"
89,10008,10008110,水里鄉,"[{'candNo': 1, 'tks': 4537, 'candVictor': ' ', 'tksRate': 47.44, 'name': '蔡培慧', 'party': '民主進步黨'}, {'candNo': 2, 'tks': 5026, 'candVictor': '*', 'tksRate': 52.56, 'name': '許淑華', 'party': '中國國民黨'}]"
90,10008,10008120,信義鄉,"[{'candNo': 1, 'tks': 3616, 'candVictor': ' ', 'tksRate': 45.52, 'name': '蔡培慧', 'party': '民主進步黨'}, {'candNo': 2, 'tks': 4327, 'candVictor': '*', 'tksRate': 54.48, 'name': '許淑華', 'party': '中國國民黨'}]"
91,10008,10008130,仁愛鄉,"[{'candNo': 1, 'tks': 3335, 'candVictor': ' ', 'tksRate': 44.17, 'name': '蔡培慧', 'party': '民主進步黨'}, {'candNo': 2, 'tks': 4215, 'candVictor': '*', 'tksRate': 55.83, 'name': '許淑華', 'party': '中國國民黨'}]"
92,10009,10009010,斗六市,"[{'candNo': 1, 'tks': 15350, 'candVictor': ' ', 'tksRate': 26.45, 'name': '張麗善', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 16033, 'candVictor': '*', 'tksRate': 27.62, 'name': '劉建國', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 14704, 'candVictor': ' ', 'tksRate': 25.33, 'name': '林佳瑜', 'party': '中華家國黨'}]"
93,10009,10009020,斗南鎮,"[{'candNo': 1, 'tks': 5985, 'candVictor': ' ', 'tksRate': 26.07, 'name': '張麗善', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 6516, 'candVictor': '*', 'tksRate': 28.38, 'name': '劉建國', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 5844, 'candVictor': ' ', 'tksRate': 25.45, 'name': '林佳瑜', 'party': '中華家國黨'}]"
94,10009,10009030,虎尾鎮,"[{'candNo': 1, 'tks': 10559, 'candVictor': ' ', 'tksRate': 25.38, 'name': '張麗善', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 11843, 'candVictor': '*', 'tksRate': 28.47, 'name': '劉建國', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 11032, 'candVictor': ' ', 'tksRate': 26.52, 'name': '林佳瑜', 'party': '中華家國黨'}]"
95,10009,10009040,西螺鎮,"[{'candNo': 1, 'tks': 6123, 'candVictor': ' ', 'tksRate': 25.97, 'name': '張麗善', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 6662, 'candVictor': '*', 'tksRate': 28.26, 'name': '劉建國', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 5980, 'candVictor': ' ', 'tksRate': 25.36, 'name': '林佳瑜', 'party': '中華家國黨'}]"
96,10009,10009050,土庫鎮,"[{'candNo': 1, 'tks': 3486, 'candVictor': ' ', 'tksRate': 23.67, 'name': '張麗善', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 4255, 'candVictor': '*', 'tksRate': 28.89, 'name': '劉建國', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 4081, 'candVictor': ' ', 'tksRate': 27.71, 'name': '林佳瑜', 'party': '中華家國黨'}]"
97,10009,10009060,北港鎮,"[{'candNo': 1, 'tks': 5282, 'candVictor': ' ', 'tksRate': 25.42, 'name': '張麗善', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 6245, 'candVictor': '*', 'tksRate': 30.05, 'name': '劉建國', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 5189, 'candVictor': ' ', 'tksRate': 24.97, 'name': '林佳瑜', 'party': '中華家國黨'}]"
98,10009,10009070,古坑鄉,"[{'candNo': 1, 'tks': 4496, 'candVictor': ' ', 'tksRate': 24.43, 'name': '張麗善', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 5368, 'candVictor': '*', 'tksRate': 29.17, 'name': '劉建國', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 4708, 'candVictor': ' ', 'tksRate': 25.58, 'name': '林佳瑜', 'party': '中華家國黨'}]"
99,10009,10009080,大埤鄉,"[{'candNo': 1, 'tks': 2862, 'candVictor': ' ', 'tksRate': 27.15, 'name': '張麗善', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 2688, 'candVictor': '*', 'tksRate': 25.5, 'name': '劉建國', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 2911, 'candVictor': ' ', 'tksRate': 27.61, 'name': '林佳瑜', 'party': '中華家國黨'}]"
100,10009,10009090,莿桐鄉,"[{'candNo': 1, 'tks': 4602, 'candVictor': ' ', 'tksRate': 25.85, 'name': '張麗善', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 4953, 'candVictor': '*', 'tksRate': 27.82, 'name': '劉建國', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 4808, 'candVictor': ' ', 'tksRate': 27.01, 'name': '林佳瑜', 'party': '中華家國黨'}]"
101,10009,10009100,林內鄉,"[{'candNo': 1, 'tks': 1982, 'candVictor': ' ', 'tksRate': 21.24, 'name': '張麗善', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 2997, 'candVictor': '*', 'tksRate': 32.11, 'name': '劉建國', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 2279, 'candVictor': ' ', 'tksRate': 24.42, 'name': '林佳瑜', 'party': '中華家國黨'}]"
102,10009,10009110,二崙鄉,"[{'candNo': 1, 'tks': 3446, 'candVictor': ' ', 'tksRate': 22.73, 'name': '張麗善', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 4264, 'candVictor': '*', 'tksRate': 28.12, 'name': '劉建國', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 4248, 'candVictor': ' ', 'tksRate': 28.02, 'name': '林佳瑜', 'party': '中華家國黨'}]"
103,10009,10009120,崙背鄉,"[{'candNo': 1, 'tks': 2964, 'candVictor': ' ', 'tksRate': 23.92, 'name': '張麗善', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 3591, 'candVictor': '*', 'tksRate': 28.98, 'name': '劉建國', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 3300, 'candVictor': ' ', 'tksRate': 26.63, 'name': '林佳瑜', 'party': '中華家國黨'}]"
104,10009,10009130,麥寮鄉,"[{'candNo': 1, 'tks': 6568, 'candVictor': ' ', 'tksRate': 22.59, 'name': '張麗善', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 8788, 'candVictor': '*', 'tksRate': 30.22, 'name': '劉建國', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 7563, 'candVictor': ' ', 'tksRate': 26.01, 'name': '林佳瑜', 'party': '中華家國黨'}]"
105,10009,10009140,東勢鄉,"[{'candNo': 1, 'tks': 2091, 'candVictor': ' ', 'tksRate': 24.23, 'name': '張麗善', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 2430, 'candVictor': '*', 'tksRate': 28.15, 'name': '劉建國', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 2159, 'candVictor': ' ', 'tksRate': 25.01, 'name': '林佳瑜', 'party': '中華家國黨'}]"
106,10009,10009150,褒忠鄉,"[{'candNo': 1, 'tks': 1605, 'candVictor': ' ', 'tksRate': 23.42, 'name': '張麗善', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 1839, 'candVictor': '*', 'tksRate': 26.84, 'name': '劉建國', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 1898, 'candVictor': ' ', 'tksRate': 27.7, 'name': '林佳瑜', 'party': '中華家國黨'}]"
107,10009,10009160,臺西鄉,"[{'candNo': 1, 'tks': 3253, 'candVictor': ' ', 'tksRate': 25.63, 'name': '張麗善', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 3670, 'candVictor': '*', 'tksRate': 28.91, 'name': '劉建國', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 3336, 'candVictor': ' ', 'tksRate': 26.28, 'name': '林佳瑜', 'party': '中華家國黨'}]"
108,10009,10009170,元長鄉,"[{'candNo': 1, 'tks': 3579, 'candVictor': ' ', 'tksRate': 25.49, 'name': '張麗善', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 4027, 'candVictor': '*', 'tksRate': 28.68, 'name': '劉建國', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 3648, 'candVictor': ' ', 'tksRate': 25.98, 'name': '林佳瑜', 'party': '中華家國黨'}]"
109,10009,10009180,四湖鄉,"[{'candNo': 1, 'tks': 3074, 'candVictor': ' ', 'tksRate': 24.88, 'name': '張麗善', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 3459, 'candVictor': '*', 'tksRate': 27.99, 'name': '劉建國', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 3199, 'candVictor': ' ', 'tksRate': 25.89, 'name': '林佳瑜', 'party': '中華家國黨'}]"
110,10009,10009190,口湖鄉,"[{'candNo': 1, 'tks': 3512, 'candVictor': ' ', 'tksRate': 23.91, 'name': '張麗善', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 4252, 'candVictor': '*', 'tksRate': 28.95, 'name': '劉建國', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 3883, 'candVictor': ' ', 'tksRate': 26.44, 'name': '林佳瑜', 'party': '中華家國黨'}]"
111,10009,10009200,水林鄉,"[{'candNo': 1, 'tks': 3014, 'candVictor': ' ', 'tksRate': 23.44, 'name': '張麗善', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 3799, 'candVictor': '*', 'tksRate': 29.54, 'name': '劉建國', 'party': '民主進步黨'}, {'candNo': 3, 'tks': 3345, 'candVictor': ' ', 'tksRate': 26.01, 'name': '林佳瑜', 'party': '中華家國黨'}]"
112,10010,10010010,太保市,"[{'candNo': 1, 'tks': 6692, 'candVictor': '*', 'tksRate': 28.86, 'name': '王育敏', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 4449, 'candVictor': ' ', 'tksRate': 19.19, 'name': '翁章梁', 'party': '民主進步黨'}]"
